,date,time,ticket_number,article,quantity,unit_price_euro,retour,day,subtotal,time_slot
57441,2021-06-30,12:03:00,184099,BAGUETTE,1,0.9,False,Wednesday,0.9,late morning - noon
57442,2021-06-30,12:03:00,184100,TRADITIONAL BAGUETTE,1,1.2,False,Wednesday,1.2,late morning - noon
57443,2021-06-30,12:03:00,184101,TRADITIONAL BAGUETTE,1,1.2,False,Wednesday,1.2,late morning - noon
57444,2021-06-30,12:03:00,184102,TRADITIONAL BAGUETTE,1,1.2,False,Wednesday,1.2,late morning - noon
57445,2021-06-30,12:04:00,184103,SAND JB EMMENTAL,1,3.5,False,Wednesday,3.5,late morning - noon
57446,2021-06-30,12:04:00,184103,FORMULE SANDWICH,1,6.5,False,Wednesday,6.5,late morning - noon
57447,2021-06-30,12:09:00,184104,COMPLET,1,1.5,False,Wednesday,1.5,late morning - noon
57448,2021-06-30,12:09:00,184104,COUPE,1,0.15,False,Wednesday,0.15,late morning - noon
57449,2021-06-30,12:09:00,184104,SPECIAL BREAD,1,2.4,False,Wednesday,2.4,late morning - noon
57450,2021-06-30,12:09:00,184104,TRADITIONAL BAGUETTE,1,1.2,False,Wednesday,1.2,late morning - noon
57451,2021-06-30,12:09:00,184104,COUPE,1,0.15,False,Wednesday,0.15,late morning - noon
57452,2021-06-30,12:10:00,184105,BANETTE,2,1.05,False,Wednesday,2.1,late morning - noon
57453,2021-06-30,12:11:00,184106,BANETTE,2,1.05,False,Wednesday,2.1,late morning - noon
57454,2021-06-30,12:11:00,184106,COUPE,1,0.15,False,Wednesday,0.15,late morning - noon
57455,2021-06-30,12:11:00,184106,MOISSON,1,2.0,False,Wednesday,2.0,late morning - noon
57456,2021-06-30,12:12:00,184107,BAGUETTE,1,0.9,False,Wednesday,0.9,late morning - noon
57457,2021-06-30,12:13:00,184108,FORMULE SANDWICH,2,6.5,False,Wednesday,13.0,late morning - noon
57458,2021-06-30,12:14:00,184109,COMPLET,1,1.5,False,Wednesday,1.5,late morning - noon
57459,2021-06-30,12:14:00,184109,TRADITIONAL BAGUETTE,1,1.2,False,Wednesday,1.2,late morning - noon
57460,2021-06-30,12:14:00,184110,BAGUETTE,1,0.9,False,Wednesday,0.9,late morning - noon
57461,2021-06-30,12:14:00,184111,CEREAL BAGUETTE,1,1.25,False,Wednesday,1.25,late morning - noon
57462,2021-06-30,12:15:00,184112,PAIN AU CHOCOLAT,1,1.2,False,Wednesday,1.2,late morning - noon
57463,2021-06-30,12:16:00,184113,TRADITIONAL BAGUETTE,1,1.2,False,Wednesday,1.2,late morning - noon
57464,2021-06-30,12:16:00,184114,TRADITIONAL BAGUETTE,4,1.2,False,Wednesday,4.8,late morning - noon
57465,2021-06-30,12:18:00,184115,TRADITIONAL BAGUETTE,2,1.2,False,Wednesday,2.4,late morning - noon
57466,2021-06-30,12:18:00,184116,TRADITIONAL BAGUETTE,2,1.2,False,Wednesday,2.4,late morning - noon
57467,2021-06-30,12:20:00,184117,CHOU CHANTILLY,1,2.0,False,Wednesday,2.0,late morning - noon
57468,2021-06-30,12:20:00,184117,FORMULE SANDWICH,1,6.5,False,Wednesday,6.5,late morning - noon
57469,2021-06-30,12:21:00,184118,FORMULE SANDWICH,1,6.5,False,Wednesday,6.5,late morning - noon
57470,2021-06-30,12:22:00,184119,TRADITIONAL BAGUETTE,1,1.2,False,Wednesday,1.2,late morning - noon
57471,2021-06-30,12:24:00,184120,COUPE,1,0.15,False,Wednesday,0.15,late morning - noon
57472,2021-06-30,12:24:00,184120,BOULE 400G,1,1.5,False,Wednesday,1.5,late morning - noon
57473,2021-06-30,12:25:00,184121,FORMULE SANDWICH,2,6.5,False,Wednesday,13.0,late morning - noon
57474,2021-06-30,12:27:00,184122,TRADITIONAL BAGUETTE,1,1.2,False,Wednesday,1.2,late morning - noon
57475,2021-06-30,12:27:00,184123,BANETTE,1,1.05,False,Wednesday,1.05,late morning - noon
57476,2021-06-30,12:27:00,184123,MOISSON,1,2.0,False,Wednesday,2.0,late morning - noon
57477,2021-06-30,12:27:00,184124,SANDWICH COMPLET,1,4.5,False,Wednesday,4.5,late morning - noon
57478,2021-06-30,12:28:00,184125,TRADITIONAL BAGUETTE,5,1.2,False,Wednesday,6.0,late morning - noon
57479,2021-06-30,12:29:00,184126,BAGUETTE,1,0.9,False,Wednesday,0.9,late morning - noon
57480,2021-06-30,12:29:00,184127,TRADITIONAL BAGUETTE,1,1.2,False,Wednesday,1.2,late morning - noon
57481,2021-06-30,12:29:00,184128,TRADITIONAL BAGUETTE,1,1.2,False,Wednesday,1.2,late morning - noon
57482,2021-06-30,12:29:00,184128,PAIN CHOCO AMANDES,1,1.5,False,Wednesday,1.5,late morning - noon
57483,2021-06-30,12:32:00,184129,COMPLET,1,1.5,False,Wednesday,1.5,late morning - noon
57484,2021-06-30,12:32:00,184129,COUPE,1,0.15,False,Wednesday,0.15,late morning - noon
57485,2021-06-30,12:34:00,184130,TROPEZIENNE,2,2.0,False,Wednesday,4.0,late morning - noon
57486,2021-06-30,12:34:00,184130,FINANCIER X5,1,3.0,False,Wednesday,3.0,late morning - noon
57487,2021-06-30,12:34:00,184130,TRADITIONAL BAGUETTE,4,1.2,False,Wednesday,4.8,late morning - noon
57488,2021-06-30,12:35:00,184131,BANETTE,1,1.05,False,Wednesday,1.05,late morning - noon
57489,2021-06-30,12:37:00,184132,SANDWICH COMPLET,1,4.5,False,Wednesday,4.5,late morning - noon
57490,2021-06-30,12:40:00,184133,FORMULE SANDWICH,1,6.5,False,Wednesday,6.5,late morning - noon
57491,2021-06-30,12:41:00,184134,SUCETTE,1,0.3,False,Wednesday,0.3,late morning - noon
57492,2021-06-30,12:41:00,184134,CHAUSSON AUX POMMES,1,1.4,False,Wednesday,1.4,late morning - noon
57493,2021-06-30,12:43:00,184135,BAGUETTE,2,0.9,False,Wednesday,1.8,late morning - noon
57494,2021-06-30,12:45:00,184136,FORMULE SANDWICH,1,6.5,False,Wednesday,6.5,late morning - noon
57495,2021-06-30,12:45:00,184137,TRADITIONAL BAGUETTE,2,1.2,False,Wednesday,2.4,late morning - noon
57496,2021-06-30,12:46:00,184138,TRADITIONAL BAGUETTE,1,1.2,False,Wednesday,1.2,late morning - noon
57497,2021-06-30,12:48:00,184139,TRADITIONAL BAGUETTE,1,1.2,False,Wednesday,1.2,late morning - noon
57498,2021-06-30,12:51:00,184140,TRADITIONAL BAGUETTE,1,1.2,False,Wednesday,1.2,late morning - noon
57499,2021-06-30,12:51:00,184140,PAIN AUX RAISINS,1,1.4,False,Wednesday,1.4,late morning - noon
57500,2021-06-30,12:51:00,184141,SANDWICH COMPLET,1,4.5,False,Wednesday,4.5,late morning - noon
57501,2021-06-30,12:51:00,184141,BOISSON 33CL,1,1.5,False,Wednesday,1.5,late morning - noon
57502,2021-06-30,12:53:00,184142,BAGUETTE,1,0.9,False,Wednesday,0.9,late morning - noon
57503,2021-06-30,12:55:00,184143,TRADITIONAL BAGUETTE,1,1.2,False,Wednesday,1.2,late morning - noon
57504,2021-06-30,12:56:00,184144,SANDWICH COMPLET,1,4.5,False,Wednesday,4.5,late morning - noon
57505,2021-06-30,12:59:00,184145,BAGUETTE,2,0.9,False,Wednesday,1.8,late morning - noon
57506,2021-06-30,12:59:00,184145,PAIN AU CHOCOLAT,3,1.2,False,Wednesday,3.5999999999999996,late morning - noon
57507,2021-06-30,12:59:00,184145,CROISSANT,3,1.1,False,Wednesday,3.3000000000000003,late morning - noon
57508,2021-06-30,13:06:00,184146,PAIN BANETTE,1,1.4,False,Wednesday,1.4,noon - afternoon
57509,2021-06-30,13:07:00,184147,TRADITIONAL BAGUETTE,1,1.2,False,Wednesday,1.2,noon - afternoon
57510,2021-06-30,13:07:00,184148,TRADITIONAL BAGUETTE,2,1.2,False,Wednesday,2.4,noon - afternoon
57511,2021-06-30,13:12:00,184150,TRADITIONAL BAGUETTE,2,1.2,False,Wednesday,2.4,noon - afternoon
57512,2021-06-30,13:18:00,184151,CAFE OU EAU,2,1.0,False,Wednesday,2.0,noon - afternoon
57513,2021-06-30,13:18:00,184151,SANDWICH COMPLET,1,4.5,False,Wednesday,4.5,noon - afternoon
57514,2021-06-30,13:21:00,184152,CEREAL BAGUETTE,1,1.25,False,Wednesday,1.25,noon - afternoon
57515,2021-06-30,13:28:00,184153,SANDWICH COMPLET,1,4.5,False,Wednesday,4.5,noon - afternoon
57516,2021-06-30,13:35:00,184154,SAND JB EMMENTAL,1,3.5,False,Wednesday,3.5,noon - afternoon
57517,2021-06-30,13:35:00,184154,SANDWICH COMPLET,1,4.5,False,Wednesday,4.5,noon - afternoon
57518,2021-06-30,13:35:00,184154,BOISSON 33CL,1,1.5,False,Wednesday,1.5,noon - afternoon
57519,2021-06-30,16:02:00,184156,TRADITIONAL BAGUETTE,3,1.2,False,Wednesday,3.5999999999999996,early evening
57520,2021-06-30,16:04:00,184157,DIVERS VIENNOISERIE,1,6.0,False,Wednesday,6.0,early evening
57521,2021-06-30,16:04:00,184157,TRADITIONAL BAGUETTE,1,1.2,False,Wednesday,1.2,early evening
57522,2021-06-30,16:06:00,184158,TRADITIONAL BAGUETTE,3,1.2,False,Wednesday,3.5999999999999996,early evening
57523,2021-06-30,16:09:00,184159,CHAUSSON AUX POMMES,2,1.4,False,Wednesday,2.8,early evening
57524,2021-06-30,16:09:00,184159,TRADITIONAL BAGUETTE,2,1.2,False,Wednesday,2.4,early evening
57525,2021-06-30,16:16:00,184160,SPECIAL BREAD,1,2.4,False,Wednesday,2.4,early evening
57526,2021-06-30,16:16:00,184160,COUPE,1,0.15,False,Wednesday,0.15,early evening
57527,2021-06-30,16:22:00,184161,TRADITIONAL BAGUETTE,4,1.2,False,Wednesday,4.8,early evening
57528,2021-06-30,16:23:00,184162,COUPE,1,0.15,False,Wednesday,0.15,early evening
57529,2021-06-30,16:23:00,184162,BOULE 200G,1,1.1,False,Wednesday,1.1,early evening
57530,2021-06-30,16:34:00,184163,BOULE 200G,1,1.1,False,Wednesday,1.1,early evening
57531,2021-06-30,16:35:00,184164,TRADITIONAL BAGUETTE,2,1.2,False,Wednesday,2.4,early evening
57532,2021-06-30,16:45:00,184165,COUPE,4,0.15,False,Wednesday,0.6,early evening
57533,2021-06-30,16:45:00,184165,COUPE,1,0.15,False,Wednesday,0.15,early evening
57534,2021-06-30,16:45:00,184165,BOULE 400G,1,1.5,False,Wednesday,1.5,early evening
57535,2021-06-30,16:45:00,184165,BOULE 200G,4,1.1,False,Wednesday,4.4,early evening
57536,2021-06-30,16:45:00,184165,CEREAL BAGUETTE,1,1.25,False,Wednesday,1.25,early evening
57537,2021-06-30,16:46:00,184166,CEREAL BAGUETTE,1,1.25,False,Wednesday,1.25,early evening
57538,2021-06-30,16:46:00,184166,FICELLE,1,0.6,False,Wednesday,0.6,early evening
57539,2021-06-30,16:59:00,184167,TRADITIONAL BAGUETTE,1,1.2,False,Wednesday,1.2,early evening
57540,2021-06-30,17:02:00,184168,DIVERS CONFISERIE,1,3.0,False,Wednesday,3.0,early evening
57541,2021-06-30,17:02:00,184168,PAIN AU CHOCOLAT,2,1.2,False,Wednesday,2.4,early evening
57542,2021-06-30,17:19:00,184169,BANETTE,1,1.05,False,Wednesday,1.05,early evening
57543,2021-06-30,17:22:00,184170,SPECIAL BREAD,1,2.4,False,Wednesday,2.4,early evening
57544,2021-06-30,17:22:00,184170,ECLAIR,1,2.0,False,Wednesday,2.0,early evening
57545,2021-06-30,17:26:00,184171,ECLAIR,2,2.0,False,Wednesday,4.0,early evening
57546,2021-06-30,17:26:00,184171,CROISSANT AMANDES,1,1.4,False,Wednesday,1.4,early evening
57547,2021-06-30,17:33:00,184172,TRADITIONAL BAGUETTE,1,1.2,False,Wednesday,1.2,early evening
57548,2021-06-30,17:34:00,184173,TRADITIONAL BAGUETTE,6,1.2,False,Wednesday,7.199999999999999,early evening
57549,2021-06-30,17:37:00,184174,BANETTINE,1,0.6,False,Wednesday,0.6,early evening
57550,2021-06-30,17:37:00,184175,TRADITIONAL BAGUETTE,2,1.2,False,Wednesday,2.4,early evening
57551,2021-06-30,17:46:00,184176,COUPE,1,0.15,False,Wednesday,0.15,early evening
57552,2021-06-30,17:46:00,184176,MOISSON,1,2.0,False,Wednesday,2.0,early evening
57553,2021-06-30,17:46:00,184176,TRADITIONAL BAGUETTE,1,1.2,False,Wednesday,1.2,early evening
57554,2021-06-30,17:49:00,184177,TRADITIONAL BAGUETTE,1,1.2,False,Wednesday,1.2,early evening
57555,2021-06-30,17:52:00,184178,COUPE,1,0.15,False,Wednesday,0.15,early evening
57556,2021-06-30,17:52:00,184178,SPECIAL BREAD KG,1,4.8,False,Wednesday,4.8,early evening
57557,2021-06-30,17:52:00,184178,COUPE,1,0.15,False,Wednesday,0.15,early evening
57558,2021-06-30,17:52:00,184178,BAGUETTE,1,0.9,False,Wednesday,0.9,early evening
57559,2021-06-30,17:53:00,184179,TRADITIONAL BAGUETTE,1,1.2,False,Wednesday,1.2,early evening
57560,2021-06-30,17:55:00,184180,FORMULE SANDWICH,1,6.5,False,Wednesday,6.5,early evening
57561,2021-06-30,17:59:00,184181,CEREAL BAGUETTE,1,1.25,False,Wednesday,1.25,early evening
57562,2021-06-30,18:01:00,184182,MOISSON,1,2.0,False,Wednesday,2.0,early evening
57563,2021-06-30,18:01:00,184182,COUPE,1,0.15,False,Wednesday,0.15,early evening
57564,2021-06-30,18:04:00,184183,BAGUETTE,2,0.9,False,Wednesday,1.8,early evening
57565,2021-06-30,18:05:00,184184,CEREAL BAGUETTE,1,1.25,False,Wednesday,1.25,early evening
57566,2021-06-30,18:06:00,184185,DEMI BAGUETTE,1,0.45,False,Wednesday,0.45,early evening
57567,2021-06-30,18:15:00,184186,TRADITIONAL BAGUETTE,1,1.2,False,Wednesday,1.2,early evening
57568,2021-06-30,18:17:00,184187,FICELLE,1,0.6,False,Wednesday,0.6,early evening
57569,2021-06-30,18:27:00,184188,COUPE,1,0.15,False,Wednesday,0.15,early evening
57570,2021-06-30,18:27:00,184188,MOISSON,1,2.0,False,Wednesday,2.0,early evening
57571,2021-06-30,18:33:00,184189,COUPE,1,0.15,False,Wednesday,0.15,early evening
57572,2021-06-30,18:33:00,184189,TRADITIONAL BAGUETTE,2,1.2,False,Wednesday,2.4,early evening
57573,2021-06-30,18:33:00,184189,MOISSON,1,2.0,False,Wednesday,2.0,early evening
57574,2021-06-30,18:37:00,184190,BANETTE,1,1.05,False,Wednesday,1.05,early evening
57575,2021-06-30,18:38:00,184191,TRADITIONAL BAGUETTE,1,1.2,False,Wednesday,1.2,early evening
57576,2021-06-30,18:39:00,184192,TRADITIONAL BAGUETTE,2,1.2,False,Wednesday,2.4,early evening
57577,2021-06-30,18:42:00,184193,TRADITIONAL BAGUETTE,2,1.2,False,Wednesday,2.4,early evening
57578,2021-06-30,18:46:00,184194,TRADITIONAL BAGUETTE,3,1.2,False,Wednesday,3.5999999999999996,early evening
57579,2021-06-30,18:53:00,184195,TRADITIONAL BAGUETTE,2,1.2,False,Wednesday,2.4,early evening
57580,2021-06-30,18:57:00,184196,TRADITIONAL BAGUETTE,2,1.2,False,Wednesday,2.4,early evening
57581,2021-07-01,07:41:00,184197,PAIN AU CHOCOLAT,2,1.2,False,Thursday,2.4,morning
57582,2021-07-01,07:41:00,184197,CROISSANT,2,1.1,False,Thursday,2.2,morning
57583,2021-07-01,07:42:00,184198,PAIN AUX RAISINS,2,1.4,False,Thursday,2.8,morning
57584,2021-07-01,07:42:00,184198,TRADITIONAL BAGUETTE,2,1.2,False,Thursday,2.4,morning
57585,2021-07-01,07:42:00,184198,PAIN AU CHOCOLAT,2,1.2,False,Thursday,2.4,morning
57586,2021-07-01,07:45:00,184199,BANETTE,1,1.05,False,Thursday,1.05,morning
57587,2021-07-01,07:45:00,184199,TRADITIONAL BAGUETTE,2,1.2,False,Thursday,2.4,morning
57588,2021-07-01,07:45:00,184199,COMPLET,1,1.5,False,Thursday,1.5,morning
57589,2021-07-01,07:46:00,184200,TRADITIONAL BAGUETTE,2,1.2,False,Thursday,2.4,morning
57590,2021-07-01,07:49:00,184201,BAGUETTE,1,0.9,False,Thursday,0.9,morning
57591,2021-07-01,07:49:00,184201,CROISSANT,4,1.1,False,Thursday,4.4,morning
57592,2021-07-01,07:52:00,184202,CROISSANT,1,1.1,False,Thursday,1.1,morning
57593,2021-07-01,07:57:00,184203,COOKIE,1,1.0,False,Thursday,1.0,morning
57594,2021-07-01,07:57:00,184203,SANDWICH COMPLET,2,4.5,False,Thursday,9.0,morning
57595,2021-07-01,07:58:00,184204,PAIN AUX RAISINS,1,1.4,False,Thursday,1.4,morning
57596,2021-07-01,07:58:00,184204,PAIN AU CHOCOLAT,1,1.2,False,Thursday,1.2,morning
57597,2021-07-01,08:01:00,184205,CHAUSSON AUX POMMES,2,1.4,False,Thursday,2.8,morning
57598,2021-07-01,08:01:00,184205,PAIN CHOCO AMANDES,2,1.5,False,Thursday,3.0,morning
57599,2021-07-01,08:01:00,184205,PAIN AUX RAISINS,2,1.4,False,Thursday,2.8,morning
57600,2021-07-01,08:01:00,184205,DIVERS CONFISERIE,1,3.0,False,Thursday,3.0,morning
57601,2021-07-01,08:01:00,184206,COMPLET,1,1.5,False,Thursday,1.5,morning
57602,2021-07-01,08:01:00,184206,COUPE,1,0.15,False,Thursday,0.15,morning
57603,2021-07-01,08:02:00,184207,CROISSANT,6,1.1,False,Thursday,6.6000000000000005,morning
57604,2021-07-01,08:02:00,184207,TRADITIONAL BAGUETTE,1,1.2,False,Thursday,1.2,morning
57605,2021-07-01,08:02:00,184207,CROISSANT,2,1.1,False,Thursday,2.2,morning
57606,2021-07-01,08:02:00,184207,PAIN AU CHOCOLAT,6,1.2,False,Thursday,7.199999999999999,morning
57607,2021-07-01,08:04:00,184208,BAGUETTE,3,0.9,False,Thursday,2.7,morning
57608,2021-07-01,08:05:00,184209,FICELLE,1,0.6,False,Thursday,0.6,morning
57609,2021-07-01,08:05:00,184209,PAIN AU CHOCOLAT,1,1.2,False,Thursday,1.2,morning
57610,2021-07-01,08:05:00,184209,CROISSANT,1,1.1,False,Thursday,1.1,morning
57611,2021-07-01,08:07:00,184210,SUCETTE,1,0.3,False,Thursday,0.3,morning
57612,2021-07-01,08:07:00,184210,PAIN AU CHOCOLAT,1,1.2,False,Thursday,1.2,morning
57613,2021-07-01,08:07:00,184210,BOISSON 33CL,2,1.5,False,Thursday,3.0,morning
57614,2021-07-01,08:08:00,184211,BANETTINE,1,0.6,False,Thursday,0.6,morning
57615,2021-07-01,08:10:00,184212,TRADITIONAL BAGUETTE,1,1.2,False,Thursday,1.2,morning
57616,2021-07-01,08:10:00,184212,BAGUETTE,1,0.9,False,Thursday,0.9,morning
57617,2021-07-01,08:17:00,184213,TRADITIONAL BAGUETTE,1,1.2,False,Thursday,1.2,morning
57618,2021-07-01,08:17:00,184213,SANDWICH COMPLET,1,4.5,False,Thursday,4.5,morning
57619,2021-07-01,08:19:00,184214,KOUIGN AMANN,1,2.1,False,Thursday,2.1,morning
57620,2021-07-01,08:26:00,184215,CHAUSSON AUX POMMES,1,1.4,False,Thursday,1.4,morning
57621,2021-07-01,08:26:00,184216,CROISSANT,1,1.1,False,Thursday,1.1,morning
57622,2021-07-01,08:26:00,184216,TRADITIONAL BAGUETTE,1,1.2,False,Thursday,1.2,morning
57623,2021-07-01,08:26:00,184216,PAIN AU CHOCOLAT,1,1.2,False,Thursday,1.2,morning
57624,2021-07-01,08:27:00,184217,MOISSON,1,2.0,False,Thursday,2.0,morning
57625,2021-07-01,08:27:00,184217,SPECIAL BREAD,1,2.4,False,Thursday,2.4,morning
57626,2021-07-01,08:27:00,184217,COUPE,1,0.15,False,Thursday,0.15,morning
57627,2021-07-01,08:27:00,184217,COUPE,1,0.15,False,Thursday,0.15,morning
57628,2021-07-01,08:29:00,184218,PAIN AU CHOCOLAT,3,1.2,False,Thursday,3.5999999999999996,morning
57629,2021-07-01,08:29:00,184218,COOKIE,1,1.0,False,Thursday,1.0,morning
57630,2021-07-01,08:36:00,184219,CROISSANT,2,1.1,False,Thursday,2.2,morning
57631,2021-07-01,08:36:00,184219,FICELLE,1,0.6,False,Thursday,0.6,morning
57632,2021-07-01,08:38:00,184220,CAMPAGNE,1,1.8,False,Thursday,1.8,morning
57633,2021-07-01,08:38:00,184220,DEMI BAGUETTE,1,0.45,False,Thursday,0.45,morning
57634,2021-07-01,08:41:00,184221,CAFE OU EAU,3,1.0,False,Thursday,3.0,morning
57635,2021-07-01,08:41:00,184221,CROISSANT,3,1.1,False,Thursday,3.3000000000000003,morning
57636,2021-07-01,08:43:00,184222,CROISSANT AMANDES,1,1.4,False,Thursday,1.4,morning
57637,2021-07-01,08:43:00,184222,CROISSANT,2,1.1,False,Thursday,2.2,morning
57638,2021-07-01,08:43:00,184222,SAND JB EMMENTAL,1,3.5,False,Thursday,3.5,morning
57639,2021-07-01,08:44:00,184223,CAFE OU EAU,1,1.0,False,Thursday,1.0,morning
57640,2021-07-01,08:44:00,184223,PAIN AU CHOCOLAT,1,1.2,False,Thursday,1.2,morning
57641,2021-07-01,08:44:00,184223,CROISSANT,1,1.1,False,Thursday,1.1,morning
57642,2021-07-01,08:44:00,184223,PAIN AU CHOCOLAT,1,1.2,False,Thursday,1.2,morning
57643,2021-07-01,08:47:00,184224,TRADITIONAL BAGUETTE,1,1.2,False,Thursday,1.2,morning
57644,2021-07-01,08:47:00,184225,FORMULE SANDWICH,3,6.5,False,Thursday,19.5,morning
57645,2021-07-01,08:49:00,184226,CROISSANT AMANDES,2,1.4,False,Thursday,2.8,morning
57646,2021-07-01,08:49:00,184226,COOKIE,4,1.0,False,Thursday,4.0,morning
57647,2021-07-01,08:49:00,184227,PAIN,1,1.15,False,Thursday,1.15,morning
57648,2021-07-01,08:50:00,184228,BANETTE,2,1.05,False,Thursday,2.1,morning
57649,2021-07-01,08:50:00,184229,TRADITIONAL BAGUETTE,2,1.2,False,Thursday,2.4,morning
57650,2021-07-01,08:51:00,184230,CEREAL BAGUETTE,1,1.25,False,Thursday,1.25,morning
57651,2021-07-01,08:51:00,184231,TRADITIONAL BAGUETTE,1,1.2,False,Thursday,1.2,morning
57652,2021-07-01,08:55:00,184232,PAIN BANETTE,2,1.4,False,Thursday,2.8,morning
57653,2021-07-01,08:59:00,184233,TARTELETTE,4,2.0,False,Thursday,8.0,morning
57654,2021-07-01,09:00:00,184234,BOISSON 33CL,5,1.5,False,Thursday,7.5,morning
57655,2021-07-01,09:01:00,184235,CEREAL BAGUETTE,1,1.25,False,Thursday,1.25,morning
57656,2021-07-01,09:01:00,184235,COMPLET,1,1.5,False,Thursday,1.5,morning
57657,2021-07-01,09:03:00,184236,BANETTINE,1,0.6,False,Thursday,0.6,morning
57658,2021-07-01,09:04:00,184237,TRADITIONAL BAGUETTE,2,1.2,False,Thursday,2.4,morning
57659,2021-07-01,09:10:00,184238,BANETTE,1,1.05,False,Thursday,1.05,morning
57660,2021-07-01,09:11:00,184239,COUPE,2,0.15,False,Thursday,0.3,morning
57661,2021-07-01,09:11:00,184239,BAGUETTE,1,0.9,False,Thursday,0.9,morning
57662,2021-07-01,09:11:00,184239,CAMPAGNE,2,1.8,False,Thursday,3.6,morning
57663,2021-07-01,09:16:00,184240,PAIN AU CHOCOLAT,2,1.2,False,Thursday,2.4,morning
57664,2021-07-01,09:16:00,184240,SPECIAL BREAD,1,2.4,False,Thursday,2.4,morning
57665,2021-07-01,09:16:00,184240,COUPE,1,0.15,False,Thursday,0.15,morning
57666,2021-07-01,09:17:00,184241,COUPE,2,0.15,False,Thursday,0.3,morning
57667,2021-07-01,09:17:00,184241,BOULE 400G,2,1.5,False,Thursday,3.0,morning
57668,2021-07-01,09:19:00,184242,CEREAL BAGUETTE,1,1.25,False,Thursday,1.25,morning
57669,2021-07-01,09:19:00,184243,COUPE,1,0.15,False,Thursday,0.15,morning
57670,2021-07-01,09:19:00,184243,BOULE POLKA,1,1.6,False,Thursday,1.6,morning
57671,2021-07-01,09:21:00,184244,GRAND FAR BRETON,1,7.0,False,Thursday,7.0,morning
57672,2021-07-01,09:21:00,184244,TRADITIONAL BAGUETTE,2,1.2,False,Thursday,2.4,morning
57673,2021-07-01,09:21:00,184244,SEIGLE,1,1.8,False,Thursday,1.8,morning
57674,2021-07-01,09:21:00,184244,TARTELETTE,1,2.0,False,Thursday,2.0,morning
57675,2021-07-01,09:21:00,184244,COUPE,1,0.15,False,Thursday,0.15,morning
57676,2021-07-01,09:22:00,184245,TRADITIONAL BAGUETTE,1,1.2,False,Thursday,1.2,morning
57677,2021-07-01,09:23:00,184246,TRADITIONAL BAGUETTE,2,1.2,False,Thursday,2.4,morning
57678,2021-07-01,09:26:00,184247,BAGUETTE,1,0.9,False,Thursday,0.9,morning
57679,2021-07-01,09:26:00,184247,COUPE,2,0.15,False,Thursday,0.3,morning
57680,2021-07-01,09:26:00,184247,BOULE 400G,2,1.5,False,Thursday,3.0,morning
57681,2021-07-01,09:29:00,184248,CROISSANT,2,1.1,False,Thursday,2.2,morning
57682,2021-07-01,09:32:00,184249,TRADITIONAL BAGUETTE,2,1.2,False,Thursday,2.4,morning
57683,2021-07-01,09:36:00,184250,TRADITIONAL BAGUETTE,1,1.2,False,Thursday,1.2,morning
57684,2021-07-01,09:37:00,184251,BANETTINE,1,0.6,False,Thursday,0.6,morning
57685,2021-07-01,09:37:00,184251,TRADITIONAL BAGUETTE,1,1.2,False,Thursday,1.2,morning
57686,2021-07-01,09:42:00,184252,FICELLE,1,0.6,False,Thursday,0.6,morning
57687,2021-07-01,09:43:00,184253,BANETTE,1,1.05,False,Thursday,1.05,morning
57688,2021-07-01,09:45:00,184254,BAGUETTE,1,0.9,False,Thursday,0.9,morning
57689,2021-07-01,09:47:00,184255,TRADITIONAL BAGUETTE,1,1.2,False,Thursday,1.2,morning
57690,2021-07-01,09:47:00,184255,BOULE 400G,1,1.5,False,Thursday,1.5,morning
57691,2021-07-01,09:48:00,184256,DEMI BAGUETTE,1,0.45,False,Thursday,0.45,morning
57692,2021-07-01,09:50:00,184257,TRADITIONAL BAGUETTE,6,1.2,False,Thursday,7.199999999999999,morning
57693,2021-07-01,09:50:00,184258,PAIN AUX RAISINS,1,1.4,False,Thursday,1.4,morning
57694,2021-07-01,09:50:00,184258,TRADITIONAL BAGUETTE,2,1.2,False,Thursday,2.4,morning
57695,2021-07-01,09:50:00,184258,PAIN AU CHOCOLAT,1,1.2,False,Thursday,1.2,morning
57696,2021-07-01,09:53:00,184259,TRADITIONAL BAGUETTE,1,1.2,False,Thursday,1.2,morning
57697,2021-07-01,09:53:00,184259,BOULE 200G,1,1.1,False,Thursday,1.1,morning
57698,2021-07-01,09:53:00,184259,COUPE,1,0.15,False,Thursday,0.15,morning
57699,2021-07-01,09:57:00,184260,BANETTE,2,1.05,False,Thursday,2.1,morning
57700,2021-07-01,09:57:00,184260,FICELLE,1,0.6,False,Thursday,0.6,morning
57701,2021-07-01,10:02:00,184261,COUPE,1,0.15,False,Thursday,0.15,late morning - noon
57702,2021-07-01,10:02:00,184261,SPECIAL BREAD,1,2.4,False,Thursday,2.4,late morning - noon
57703,2021-07-01,10:02:00,184261,PAIN AU CHOCOLAT,2,1.2,False,Thursday,2.4,late morning - noon
57704,2021-07-01,10:02:00,184261,CROISSANT,2,1.1,False,Thursday,2.2,late morning - noon
57705,2021-07-01,10:02:00,184262,BANETTE,1,1.05,False,Thursday,1.05,late morning - noon
57706,2021-07-01,10:04:00,184263,COUPE,1,0.15,False,Thursday,0.15,late morning - noon
57707,2021-07-01,10:04:00,184263,SEIGLE,1,1.8,False,Thursday,1.8,late morning - noon
57708,2021-07-01,10:04:00,184264,BAGUETTE,1,0.9,False,Thursday,0.9,late morning - noon
